Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR12072649	NA	Contig_253_51.9293	4110	4943	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
SRR12072649	NA	Contig_253_51.9293	4946	5770	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.00	100.00	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
SRR12072649	NA	Contig_253_51.9293	5810	6622	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
SRR12072649	NA	Contig_26_55.8408	3	440	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDX	146	210	69.52	100.00	146	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
SRR12072649	NA	Contig_26_55.8408	581	1408	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
SRR12072649	NA	Contig_26_55.8408	1542	2093	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
SRR12072649	NA	Contig_60_72.2715	821	1462	-	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1	NA	NA
SRR12072649	NA	Contig_81_57.0685	5486	6322	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SRR12072649	NA	Contig_81_57.0685	6319	6663	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SRR12072649	NA	Contig_81_57.0685	6830	7618	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
SRR12072649	NA	Contig_81_57.0685	8029	8523	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
SRR12072649	NA	Contig_9_54.7724	3749	4921	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTX	391	391	100.00	100.00	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
SRR12072649	NA	Contig_9_54.7724	4948	8097	+	oqxB32	multidrug efflux RND transporter permease subunit OqxB32	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEX	1050	1050	100.00	100.00	1050	WP_023342632.1	multidrug efflux RND transporter permease subunit OqxB32	NA	NA
SRR12072629	NA	Contig_130_37.9318	1	624	-	qnrS	QnrS family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	BLASTX	208	218	95.41	100.00	208	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
SRR12072629	NA	Contig_159_55.5423	31472	32653	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	394	394	100.00	99.49	394	ACN65732.1	multidrug efflux MFS transporter EmrD	NA	NA
SRR12072629	NA	Contig_161_28.5631	235	969	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.00	99.59	245	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SRR12072629	NA	Contig_167_57.5394	54871	55728	+	blaSHV-1	class A broad-spectrum beta-lactamase SHV-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_001620095.1	class A broad-spectrum beta-lactamase SHV-1	NA	NA
SRR12072629	NA	Contig_192_55.1387	963	1820	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NA	NA
SRR12072629	NA	Contig_192_55.1387	1993	2745	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
SRR12072629	NA	Contig_193_68.3255	27316	28488	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	391	391	100.00	99.74	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
SRR12072629	NA	Contig_218_39.4809	494	1303	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_023408309.1	subclass B1 metallo-beta-lactamase NDM-5	NA	NA
SRR12072629	NA	Contig_218_39.4809	1310	1672	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
SRR12072629	NA	Contig_218_39.4809	5622	6458	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SRR12072629	NA	Contig_218_39.4809	6455	6799	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SRR12072629	NA	Contig_21_49.929	7	795	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
SRR12072629	NA	Contig_21_49.929	1206	1700	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
SRR12072629	NA	Contig_220_60.8773	50601	51830	+	kdeA	multidrug efflux MFS transporter KdeA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	410	410	100.00	100.00	410	ABR76310.1	multidrug efflux MFS transporter KdeA	NA	NA
SRR12072629	NA	Contig_221_166.896	3	689	+	blaCTX-M	CTX-M family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIAL_CONTIG_ENDX	229	291	78.69	100.00	229	WP_000239590.1	class A extended-spectrum beta-lactamase CTX-M-15	NA	NA
SRR12072629	NA	Contig_226_55.2279	12874	14760	-	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	PARTIAL_CONTIG_ENDX	629	1050	59.90	100.00	629	WP_004149399.1	multidrug efflux RND transporter permease subunit OqxB19	NA	NA
SRR12072629	NA	Contig_65_59.0339	14886	15302	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	139	139	100.00	98.56	139	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
SRR12072629	NA	Contig_69_37.3312	2812	3714	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
SRR12072629	NA	Contig_6_91.6002	1287	1943	+	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	219	219	100.00	100.00	219	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase	NA	NA
SRR12072629	NA	Contig_73_71.6278	55291	56190	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTX	300	300	100.00	100.00	300	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
SRR12072632	NA	Contig_122_43.6139	23988	24416	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	EXACTX	143	143	100.00	100.00	143	AAD11743.1	silver-binding protein SilE	NA	NA
SRR12072632	NA	Contig_136_38.2728	7660	8079	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	140	141	99.29	90.00	140	AAA21096.1	glutaredoxin-dependent arsenate reductase	NA	NA
SRR12072632	NA	Contig_142_37.2299	74710	75882	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	391	391	100.00	92.58	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
SRR12072632	NA	Contig_142_37.2299	75909	79058	+	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	1050	1050	100.00	96.86	1050	WP_012967412.1	multidrug efflux RND transporter permease subunit OqxB9	NA	NA
SRR12072632	NA	Contig_149_25.0428	350	1159	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	NA	NA
SRR12072632	NA	Contig_149_25.0428	1166	1528	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
SRR12072632	NA	Contig_167_34.3346	20104	20979	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTX	292	300	97.33	90.41	292	BAE77395.1	CDF family cation-efflux transporter FieF	NA	NA
SRR12072632	NA	Contig_202_46.035	9806	10936	-	ncrC	Ni(II)/Co(II) efflux transporter permease subunit NcrC	plus	STRESS	METAL	COPPER/NICKEL	COPPER/NICKEL	BLASTX	377	376	99.73	94.96	377	ADF64798.1	Ni(II)/Co(II) efflux transporter permease subunit NcrC	NA	NA
SRR12072632	NA	Contig_202_46.035	10952	11218	-	nirB	nickel-sensing transcriptional repressor NirB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	89	89	100.00	96.63	89	AAR82964.1	nickel-sensing transcriptional repressor NirB	NA	NA
SRR12072632	NA	Contig_202_46.035	11326	12609	-	ncrA	Metal Resistance	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	428	432	100.00	93.98	432	ABF61434.1	Metal Resistance	NA	NA
SRR12072632	NA	Contig_226_33.0531	5235	5597	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.00	99.17	121	AAA88370.1	mercury resistance co-regulator MerD	NA	NA
SRR12072632	NA	Contig_226_33.0531	5712	6347	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100.00	100.00	212	AAA88369.1	organomercurial lyase MerB	NA	NA
SRR12072632	NA	Contig_226_33.0531	6645	7076	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	144	144	100.00	100.00	144	BAA36431.1	mercury resistance transcriptional regulator MerR	NA	NA
SRR12072632	NA	Contig_247_40.329	5087	5662	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.00	95.31	192	AAA98292.1	tellurium resistance membrane protein TerD	NA	NA
SRR12072632	NA	Contig_247_40.329	5714	6751	-	terC	tellurium resistance membrane protein TerC	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	346	346	100.00	90.46	346	AAA98291.1	tellurium resistance membrane protein TerC	NA	NA
SRR12072632	NA	Contig_247_40.329	6777	7229	-	terB	tellurium resistance membrane protein TerB	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	151	151	100.00	90.73	151	ACI12150.1	tellurium resistance membrane protein TerB	NA	NA
SRR12072632	NA	Contig_247_40.329	8412	8990	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	193	193	100.00	100.00	193	AAA86846.1	tellurium resistance-associated protein TerZ	NA	NA
SRR12072632	NA	Contig_247_40.329	15561	16025	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.00	100.00	155	AAC44736.1	tellurium resistance protein TerW	NA	NA
SRR12072632	NA	Contig_267_43.5232	493	1134	+	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1	NA	NA
SRR12072632	NA	Contig_276_65.863	7855	8286	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	91.67	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
SRR12072632	NA	Contig_276_65.863	8507	9718	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	PARTIALX	404	466	86.70	98.02	404	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
SRR12072632	NA	Contig_278_38.99	23419	23850	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	92.36	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
SRR12072632	NA	Contig_278_38.99	24071	25468	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.57	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
SRR12072632	NA	Contig_278_38.99	25468	26145	-	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
SRR12072632	NA	Contig_278_38.99	26203	27129	-	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	EXACTX	309	309	100.00	100.00	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
SRR12072632	NA	Contig_278_38.99	27137	27514	-	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
SRR12072632	NA	Contig_278_38.99	27557	28444	-	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
SRR12072632	NA	Contig_278_38.99	28453	30267	-	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.00	99.67	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
SRR12072632	NA	Contig_33_46.05	7376	7798	-	fosA	FosA/FosA2 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.00	95.04	141	WP_038415208.1	fosfomycin resistance glutathione transferase FosA	NA	NA
SRR12072632	NA	Contig_34_52.0153	222	872	+	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	217	219	99.09	100.00	217	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase	NA	NA
SRR12072632	NA	Contig_67_52.0916	3	1205	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIAL_CONTIG_ENDX	401	491	81.67	98.75	401	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
SRR12072632	NA	Contig_67_52.0916	1201	1878	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	97.79	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
SRR12072632	NA	Contig_67_52.0916	2068	3450	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	98.05	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
SRR12072632	NA	Contig_67_52.0916	3481	3831	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	97.44	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
SRR12072632	NA	Contig_67_52.0916	3948	5237	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	96.28	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
SRR12072632	NA	Contig_67_52.0916	5251	8394	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.66	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
SRR12072632	NA	Contig_67_52.0916	9030	11495	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	95.14	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
SRR12072632	NA	Contig_94_39.029	5275	6417	-	blaACT-45	cephalosporin-hydrolyzing class C beta-lactamase ACT-45	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	381	381	100.00	100.00	381	WP_032608349.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-45	NA	NA
SRR12072632	NA	Contig_9_44.3848	167	955	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_046622360.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SRR12072616	NA	Contig_117_214.881	288	1124	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SRR12072616	NA	Contig_117_214.881	1121	1465	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SRR12072616	NA	Contig_117_214.881	1632	2420	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001261740.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
SRR12072616	NA	Contig_129_131.673	5883	6305	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	141	141	100.00	100.00	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
SRR12072616	NA	Contig_129_131.673	6321	7607	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
SRR12072616	NA	Contig_129_131.673	7658	9406	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.00	100.00	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
SRR12072616	NA	Contig_129_131.673	9427	9786	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
SRR12072616	NA	Contig_129_131.673	9839	10186	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SRR12072616	NA	Contig_129_131.673	22545	23111	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
SRR12072616	NA	Contig_173_148.293	166	987	+	blaOXA	OXA-9 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	274	274	100.00	99.64	274	WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	NA	NA
SRR12072616	NA	Contig_174_102.304	58406	58822	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	139	139	100.00	98.56	139	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
SRR12072616	NA	Contig_176_127.236	28942	29361	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SRR12072616	NA	Contig_180_106.271	26336	27235	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTX	300	300	100.00	100.00	300	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
SRR12072616	NA	Contig_184_114.154	2260	3162	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
SRR12072616	NA	Contig_194_104.01	43459	44688	+	kdeA	multidrug efflux MFS transporter KdeA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.00	99.76	410	ABR76310.1	multidrug efflux MFS transporter KdeA	NA	NA
SRR12072616	NA	Contig_21_141.815	1	687	-	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	229	286	80.07	100.00	229	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NA	NA
SRR12072616	NA	Contig_247_160.68	485	979	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
SRR12072616	NA	Contig_254_100.858	31397	32578	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	394	394	100.00	99.24	394	ACN65732.1	multidrug efflux MFS transporter EmrD	NA	NA
SRR12072616	NA	Contig_257_141.335	2	1195	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIAL_CONTIG_ENDX	398	491	81.06	100.00	398	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
SRR12072616	NA	Contig_257_141.335	1191	1868	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.00	100.00	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
SRR12072616	NA	Contig_257_141.335	2058	3440	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.00	100.00	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
SRR12072616	NA	Contig_257_141.335	3472	3822	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
SRR12072616	NA	Contig_257_141.335	3939	5228	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
SRR12072616	NA	Contig_257_141.335	5242	8385	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
